UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5621,H05621,L,300.1,309.7,2568,36.4,230,0,0,0,0,0,0
5622,M05622,M,303.7,310.1,1582,42.6,88,0,0,0,0,0,0
5623,L05623,H,298.1,310.3,2123,52.5,127,0,0,0,0,0,0
5624,L05624,L,305.1,310.0,2150,37.0,65,0,0,0,0,0,0
5625,L05625,L,305.4,309.9,1719,28.8,219,0,0,0,0,0,0
5626,M05626,M,298.7,308.0,2166,46.5,134,0,0,0,0,0,0
5627,L05627,M,299.1,308.9,1178,42.6,165,0,0,0,0,0,0
5628,M05628,M,302.5,310.6,2256,53.5,178,0,0,0,0,0,0
5629,L05629,H,298.9,311.0,2649,45.5,126,1,0,0,0,0,0
5630,L05630,M,299.5,311.3,2608,52.5,113,0,0,0,0,0,0
5631,M05631,L,298.5,308.6,1790,57.3,0,0,0,0,0,0,0
5632,L05632,M,298.6,309.2,2306,37.2,209,0,0,0,0,0,0
5633,H05633,M,300.2,311.5,1264,39.0,75,0,0,0,0,0,0
5634,M05634,H,299.5,309.6,2207,51.1,244,0,0,0,0,0,0
5635,M05635,L,295.8,310.6,1786,40.8,176,0,0,0,0,0,0
5636,M05636,L,302.9,313.4,2251,36.0,199,0,0,0,0,0,0
5637,H05637,M,303.2,311.0,1424,37.3,19,0,0,0,0,0,0
5638,M05638,L,301.0,309.8,1493,33.8,98,0,0,0,0,0,0
5639,L05639,L,300.3,309.9,1829,19.8,41,0,0,0,0,0,0
5640,L05640,M,298.1,310.5,1230,46.5,143,0,0,0,0,0,0
5641,L05641,L,299.1,308.1,1756,32.7,241,0,0,0,0,0,0
5642,M05642,M,302.2,310.4,1870,25.4,32,0,0,0,0,0,0
5643,L05643,M,301.2,309.7,1221,48.8,231,0,0,0,0,0,0
5644,M05644,L,300.9,309.9,2318,25.6,88,0,0,0,0,0,0
5645,L05645,H,301.0,310.1,2211,51.3,82,0,0,0,0,0,0
5646,H05646,M,302.1,311.6,1623,46.7,226,0,0,0,0,0,0
5647,H05647,L,301.8,310.3,2170,44.5,15,0,0,0,0,0,0
5648,H05648,L,301.4,310.2,1320,28.2,143,0,0,0,0,0,0
5649,H05649,H,299.3,310.7,1189,21.7,175,0,0,0,0,0,0
5650,M05650,L,303.4,310.1,2346,32.8,88,0,0,0,0,0,0
5651,L05651,L,299.0,310.7,1573,14.6,223,0,0,0,0,0,0
5652,H05652,L,298.3,309.9,2372,16.6,54,1,0,0,0,0,0
5653,M05653,L,298.9,311.2,2037,48.5,235,0,0,0,0,0,0
5654,H05654,L,297.6,311.3,2395,60.1,155,0,0,0,0,0,0
5655,H05655,H,301.2,310.7,2775,41.2,200,0,0,0,0,0,0
5656,M05656,M,300.0,307.7,1947,40.3,209,0,0,0,0,0,0
5657,M05657,L,302.3,310.2,2848,34.0,150,0,0,0,0,0,0
5658,L05658,L,295.1,308.1,1599,49.0,29,0,0,0,0,0,0
5659,L05659,M,300.4,310.4,2601,24.5,188,0,0,0,0,0,0
5660,H05660,L,299.5,311.6,2621,41.9,95,0,0,0,0,0,0
5661,H05661,M,299.3,311.1,1794,58.4,87,0,0,0,1,0,0
5662,L05662,M,297.9,309.7,1581,41.6,202,0,0,0,0,0,0
5663,L05663,M,300.1,309.8,1471,37.1,243,0,0,0,0,0,0
5664,M05664,L,298.5,308.2,2325,55.3,124,0,0,0,0,0,0
5665,L05665,L,303.0,310.0,2218,59.1,25,0,0,0,0,0,0
5666,L05666,L,301.3,309.8,2169,55.0,138,0,0,0,0,0,0
5667,H05667,L,302.0,308.7,1473,39.2,19,0,0,0,0,0,0
5668,L05668,L,296.5,309.0,1561,48.5,43,0,0,0,0,0,0
5669,H05669,H,301.8,308.8,2434,55.2,17,0,0,0,0,0,0
5670,L05670,M,301.6,312.1,2392,35.1,161,0,0,0,0,0,0
5671,M05671,H,299.2,310.1,1769,31.2,99,0,0,0,0,0,0
5672,L05672,M,299.6,310.8,1196,44.2,3,0,0,0,0,0,0
5673,L05673,L,298.0,310.9,1794,29.8,212,0,0,0,0,0,0
5674,L05674,M,299.4,311.6,1782,28.1,89,0,0,0,0,0,0
5675,H05675,L,301.1,311.6,1990,34.4,141,0,0,0,0,0,0
5676,M05676,L,298.7,310.9,1452,31.5,89,0,0,0,0,0,0
5677,L05677,L,300.1,308.5,2363,30.3,140,0,0,0,0,1,0
5678,H05678,M,305.1,311.0,1921,41.6,89,0,0,0,0,0,0
5679,M05679,M,298.0,309.6,2133,42.9,40,0,0,0,0,0,0
5680,H05680,L,300.7,308.7,2008,26.2,206,0,0,0,0,0,0
5681,H05681,L,297.9,309.6,1726,43.9,90,0,0,0,0,0,0
5682,M05682,L,297.0,310.2,2013,41.8,184,0,0,0,0,0,0
5683,L05683,L,301.6,307.4,1485,29.9,214,0,0,0,0,0,0
5684,H05684,L,299.2,310.4,2393,40.3,21,0,0,0,0,0,0
5685,H05685,M,303.2,311.1,1809,42.7,137,0,0,0,0,0,0
5686,L05686,M,301.1,310.1,1761,43.7,196,0,0,0,0,0,0
5687,L05687,L,298.4,308.9,2292,48.9,195,0,0,0,0,0,0
5688,M05688,M,298.2,310.6,2794,48.2,49,0,0,0,0,0,0
5689,M05689,L,301.4,310.0,2053,40.4,99,1,0,0,0,0,0
5690,M05690,H,297.9,311.7,1231,31.1,15,0,0,0,0,0,0
5691,L05691,L,297.8,307.7,2186,35.3,223,0,0,0,0,0,0
5692,H05692,M,296.6,307.4,2118,42.1,138,0,0,0,0,0,0
5693,H05693,H,301.2,309.9,1627,52.9,102,0,0,0,0,0,0
5694,M05694,M,298.4,309.5,1448,17.0,224,0,1,0,0,0,0
5695,L05695,L,300.7,310.3,1241,41.0,226,0,0,0,0,0,0
5696,H05696,M,297.4,310.4,1899,38.5,239,0,0,0,0,0,0
5697,M05697,L,296.7,311.5,1845,42.8,195,0,0,0,0,0,0
5698,H05698,L,301.4,309.8,1871,26.3,214,0,0,0,0,0,0
5699,H05699,L,299.7,310.4,2449,49.1,66,0,0,0,0,0,0
5700,L05700,H,298.6,308.7,1453,39.8,19,0,0,0,0,0,0
5701,L05701,H,299.0,312.5,2017,37.4,192,0,0,0,0,0,0
5702,H05702,L,299.0,311.1,1936,44.0,32,0,0,0,0,0,0
5703,M05703,L,304.1,310.9,2446,43.2,137,0,0,0,0,0,0
5704,L05704,H,300.5,309.2,2585,40.3,235,0,0,0,0,0,0
5705,H05705,L,300.3,311.4,1185,34.5,194,0,0,0,0,0,0
5706,L05706,L,298.5,311.0,1571,37.8,54,0,0,0,0,0,0
5707,L05707,L,301.6,310.6,2651,40.3,159,0,0,0,0,0,0
5708,L05708,M,297.7,309.9,2675,58.2,44,0,0,0,0,0,0
5709,H05709,L,301.0,308.9,1487,41.1,186,0,0,0,0,0,0
5710,M05710,M,301.0,309.9,1731,46.7,101,0,0,0,0,0,0
5711,M05711,L,302.0,309.2,1777,48.6,30,0,0,0,0,0,0
5712,M05712,L,296.1,310.4,2583,40.2,212,0,0,0,0,0,0
5713,L05713,L,302.3,308.9,1612,53.7,215,0,0,0,0,0,0
5714,H05714,L,300.7,309.3,2686,23.2,122,0,0,0,0,0,0
5715,L05715,L,298.5,307.9,1230,43.1,87,0,0,0,0,0,0
5716,M05716,L,295.7,310.5,2652,51.1,179,0,0,0,0,0,0
5717,M05717,M,299.2,310.4,2559,45.2,137,0,0,0,0,0,0
5718,H05718,L,300.4,309.5,1569,22.1,5,0,0,0,0,0,0
5719,L05719,M,297.0,307.6,2613,42.9,219,0,0,0,0,0,0
5720,M05720,H,298.3,308.3,1184,39.6,128,0,0,0,0,0,0
5721,H05721,M,297.5,310.1,2044,40.7,249,0,0,0,0,0,0
5722,L05722,H,299.1,311.0,1944,36.9,110,0,0,0,0,0,0
5723,L05723,L,297.8,309.0,1650,48.4,173,0,0,0,0,0,0
5724,M05724,L,304.3,311.2,1333,38.6,107,0,0,0,0,0,0
5725,M05725,H,301.7,311.7,1707,52.8,73,0,0,0,0,0,0
5726,L05726,M,297.8,310.5,2321,41.5,104,0,0,0,0,0,0
5727,L05727,M,298.1,311.0,2437,34.1,157,0,0,0,0,0,0
5728,M05728,M,297.0,308.9,2778,59.3,116,0,0,0,0,0,0
5729,L05729,M,299.7,308.2,1989,32.1,78,0,0,0,0,0,0
5730,M05730,L,303.6,311.9,2662,36.7,205,0,0,0,0,0,0
5731,L05731,M,302.4,309.0,2799,43.3,190,0,0,0,0,0,0
5732,M05732,L,300.4,311.2,1431,25.2,87,0,0,0,0,0,0
5733,H05733,L,299.4,310.4,1764,42.0,62,0,0,0,0,0,0
5734,M05734,L,301.1,311.8,1351,34.1,73,0,0,0,0,0,0
5735,M05735,L,300.6,310.8,1723,62.6,217,0,0,0,0,0,0
5736,H05736,L,300.9,308.8,2779,37.6,128,0,0,0,0,0,0
5737,L05737,M,300.4,309.7,1566,29.9,125,0,0,0,0,0,0
5738,H05738,M,300.9,310.7,1466,43.5,19,0,0,0,0,0,0
5739,M05739,M,297.2,309.5,2401,41.1,28,0,0,0,0,0,0
5740,L05740,L,299.8,311.0,2065,48.1,161,0,0,0,0,0,0
5741,H05741,H,300.5,310.1,2241,31.4,193,0,0,0,0,0,0
5742,L05742,L,299.1,311.1,2132,55.3,193,0,0,0,0,0,0
5743,L05743,M,297.5,311.1,1946,43.7,129,0,0,0,0,0,0
5744,H05744,L,300.0,310.3,2653,32.7,199,0,0,0,0,0,0
5745,L05745,L,308.3,309.9,1826,41.2,53,0,0,0,0,0,0
5746,H05746,L,298.4,309.5,2274,46.4,88,0,0,0,0,0,0
5747,M05747,M,299.7,308.9,1392,45.0,17,0,0,0,0,0,0
5748,L05748,L,302.5,311.7,2263,27.9,236,0,0,0,0,0,0
5749,M05749,L,303.5,310.1,2050,20.7,208,0,0,0,0,0,0
5750,M05750,L,298.8,309.8,2773,26.4,29,0,0,0,1,0,0
5751,L05751,L,301.9,309.8,1276,42.2,7,0,0,0,0,0,0
5752,H05752,M,301.6,309.9,1768,43.8,169,0,0,0,0,0,0
5753,L05753,L,299.0,309.5,1983,13.3,237,0,0,0,0,0,0
5754,M05754,L,301.2,309.4,2572,42.8,156,0,0,0,0,0,0
5755,M05755,L,299.7,308.6,2475,32.6,50,0,0,0,0,0,0
5756,H05756,L,298.7,310.0,2667,27.8,82,0,0,0,0,0,0
5757,L05757,L,303.4,311.3,2149,33.8,119,0,0,0,0,0,0
5758,M05758,M,301.3,309.3,1905,40.6,100,0,0,0,0,0,0
5759,M05759,L,296.6,310.6,1925,39.1,151,0,0,0,0,0,0
5760,M05760,L,299.7,310.6,2594,17.6,209,0,0,0,0,0,0
5761,H05761,L,299.0,310.4,2786,54.5,137,0,0,0,0,0,0
5762,M05762,L,299.6,311.9,2315,46.5,143,0,0,0,0,0,0
5763,M05763,L,301.0,310.6,1402,41.5,120,0,0,0,0,0,0
5764,L05764,L,300.6,310.1,1222,22.9,49,0,0,0,0,0,0
5765,L05765,L,302.9,310.3,2387,31.8,40,0,0,0,0,0,0
5766,M05766,L,302.4,310.8,1528,39.3,233,0,0,0,0,0,0
5767,M05767,M,297.6,311.7,1448,47.7,53,0,0,0,0,0,0
5768,L05768,M,299.8,309.8,2094,50.8,43,0,0,0,0,0,0
5769,H05769,M,296.1,310.2,2552,65.0,59,0,0,0,0,0,0
5770,H05770,L,298.0,313.1,1641,41.5,68,0,0,0,0,0,0
5771,H05771,M,295.8,310.0,1833,33.5,78,0,0,0,0,0,0
5772,H05772,H,296.9,309.9,1453,47.5,22,0,0,0,0,0,0
5773,H05773,M,302.8,309.2,2671,30.1,222,0,0,0,0,0,0
5774,H05774,L,301.5,310.1,2410,43.6,93,1,0,0,0,0,0
5775,H05775,L,301.2,309.9,2403,61.5,70,0,0,0,0,0,0
5776,H05776,L,302.4,310.4,2180,36.9,19,1,0,0,0,0,0
5777,L05777,L,301.2,310.3,1405,33.7,38,0,0,0,0,0,0
5778,H05778,L,299.8,308.0,2344,26.1,2,0,0,0,0,0,0
5779,H05779,M,298.8,308.7,2725,41.5,2,0,0,0,0,0,0
5780,H05780,M,303.4,309.8,2461,25.0,158,0,0,0,0,0,0
5781,M05781,L,302.6,309.6,1383,29.0,6,0,0,0,0,0,0
5782,L05782,L,299.6,309.0,2022,26.5,128,0,0,0,0,0,0
5783,L05783,L,301.5,308.2,1642,50.5,183,0,0,0,0,0,0
5784,L05784,L,294.4,311.6,2384,38.4,154,1,0,0,0,0,0
5785,H05785,L,301.6,311.6,2540,53.6,241,0,0,0,0,0,0
5786,H05786,L,299.0,310.8,1378,42.2,192,0,0,0,0,0,0
5787,M05787,L,305.4,309.4,1494,35.5,69,0,0,0,0,0,0
5788,L05788,H,302.3,311.5,1226,46.2,211,0,0,0,0,0,0
5789,H05789,L,296.1,309.3,2633,46.4,166,0,0,0,0,0,0
5790,L05790,L,298.6,310.4,1414,52.0,107,0,0,0,0,0,0
5791,M05791,L,300.1,309.2,2677,31.2,2,0,0,0,0,0,0
5792,M05792,L,299.9,310.0,1893,40.2,186,0,0,0,0,0,0
5793,M05793,L,299.8,310.5,2822,28.4,1,0,0,0,0,0,0
5794,L05794,M,302.0,308.5,2749,42.4,174,0,0,0,0,0,0
5795,H05795,L,298.9,309.6,1394,13.0,95,0,0,0,0,0,0
5796,H05796,L,299.9,310.3,1578,30.1,19,0,0,0,0,0,0
5797,M05797,M,303.1,308.7,2264,32.4,227,0,0,0,0,0,0
5798,H05798,L,303.1,309.1,1594,39.8,26,0,0,0,0,0,0
5799,M05799,L,302.0,310.3,2406,50.3,83,0,0,0,0,0,0
5800,L05800,L,299.3,309.5,2012,22.6,18,0,1,0,0,0,0
5801,M05801,M,298.6,308.8,1603,48.5,182,0,0,0,1,0,0
5802,L05802,L,299.9,310.0,1498,43.4,62,0,0,0,0,0,0
5803,M05803,L,300.1,310.4,2267,44.1,212,0,0,0,0,0,0
5804,H05804,M,299.9,312.2,1571,37.2,42,0,0,0,0,0,0
5805,H05805,L,301.1,310.1,1864,47.2,211,0,0,0,0,0,0
5806,M05806,L,300.7,310.0,1639,38.2,132,0,0,0,0,0,0
5807,H05807,L,300.6,309.7,1835,31.1,118,0,0,0,0,0,0
5808,H05808,M,299.1,311.1,2297,38.0,147,0,0,0,0,0,0
5809,H05809,M,297.6,310.3,1731,41.1,203,0,0,0,0,0,0
5810,L05810,H,301.4,310.8,1764,29.6,111,0,0,0,0,0,0
5811,H05811,H,300.1,310.2,2406,15.7,188,0,0,0,0,0,0
5812,L05812,M,300.8,310.9,2237,46.6,189,0,0,0,0,0,0
5813,M05813,M,300.9,310.4,2780,32.4,73,0,0,0,0,0,0
5814,H05814,M,295.9,308.6,1312,14.5,244,0,0,0,0,0,0
5815,H05815,L,303.4,309.7,1929,41.2,190,0,0,0,0,0,0
5816,H05816,L,298.9,309.7,1453,38.4,149,0,0,0,0,0,0
5817,M05817,L,302.7,310.4,1468,26.4,37,0,0,0,0,0,0
5818,L05818,L,300.8,310.2,1834,33.5,91,0,0,0,0,0,0
5819,L05819,M,297.8,311.3,2179,49.7,139,0,0,0,0,0,0
5820,H05820,L,298.6,310.4,2474,24.3,102,0,0,0,0,0,0
5821,M05821,L,298.6,310.5,1250,34.5,201,0,0,0,0,0,0
5822,M05822,L,298.7,309.0,1565,44.3,239,0,0,0,0,0,0
5823,M05823,M,296.5,310.2,2113,24.7,60,0,0,0,0,0,0
5824,M05824,M,298.4,309.8,2533,58.3,98,0,0,0,0,0,0
5825,M05825,L,301.9,307.9,2304,48.6,47,0,0,0,0,0,0
5826,L05826,L,302.1,308.7,2044,57.1,235,0,0,0,0,0,0
5827,L05827,L,298.6,310.7,1535,39.8,231,0,0,0,0,0,0
5828,L05828,L,296.3,310.7,2193,55.2,228,0,0,0,0,0,0
5829,H05829,L,301.3,309.4,1444,41.3,144,0,0,0,0,0,0
5830,M05830,M,297.8,309.4,1545,37.2,243,0,0,0,0,0,0
5831,H05831,L,298.0,308.9,2618,28.7,218,0,0,0,0,0,0
5832,M05832,L,299.4,311.0,1441,42.6,51,0,0,0,0,0,0
5833,L05833,L,299.2,309.2,2663,33.3,45,0,0,0,0,0,0
5834,H05834,L,298.4,309.4,1497,32.9,55,0,0,0,0,0,0
5835,L05835,L,298.6,311.0,2438,41.4,28,0,0,0,0,0,0
5836,M05836,L,299.0,311.0,1914,57.4,217,0,0,0,0,0,0
5837,M05837,L,298.6,309.8,1193,53.2,72,0,0,0,0,0,0
5838,M05838,M,298.7,310.0,1224,48.2,178,0,0,0,0,0,0
5839,L05839,L,299.4,310.5,1202,39.5,126,0,0,0,0,0,0
5840,M05840,L,300.7,309.6,2459,40.8,203,0,0,0,0,0,0
5841,L05841,L,300.5,309.9,1215,54.6,234,0,0,0,0,0,0
5842,H05842,M,298.9,309.8,1187,45.0,153,0,0,0,0,0,0
5843,M05843,L,299.4,310.7,1915,13.3,224,0,0,0,0,0,0
5844,M05844,M,302.7,311.4,1566,64.5,223,0,0,0,0,0,0
5845,M05845,H,302.0,311.1,1860,39.7,74,0,0,0,0,0,0
5846,H05846,L,301.1,311.0,1897,40.5,28,0,0,0,0,0,0
5847,M05847,M,296.5,308.9,2642,42.0,186,0,0,0,0,0,0
5848,L05848,M,300.2,311.3,2228,40.6,7,0,0,0,0,0,0
5849,L05849,L,298.6,309.3,1993,38.0,24,0,0,0,0,0,0
5850,M05850,M,298.1,308.2,1265,25.0,211,0,0,0,0,0,0
5851,M05851,L,299.3,309.2,2770,27.4,148,0,0,0,0,0,0
5852,H05852,L,302.1,309.9,1428,57.1,3,0,0,0,0,0,0
5853,H05853,M,301.8,308.0,1603,32.8,35,0,0,0,0,0,0
5854,H05854,M,298.8,310.7,2315,51.0,170,1,0,0,0,0,0
5855,M05855,H,300.2,310.8,1757,42.8,220,0,0,0,0,0,0
5856,H05856,L,299.2,309.6,2222,16.8,82,0,0,0,0,0,0
5857,H05857,L,299.5,308.8,1518,27.4,153,0,0,0,0,0,0
5858,L05858,L,302.0,310.9,1519,31.9,35,0,0,0,0,0,0
5859,H05859,L,299.9,309.1,1450,47.2,216,0,0,0,0,0,0
5860,L05860,L,296.5,308.4,1866,37.5,150,0,0,0,0,0,0
5861,L05861,L,300.3,309.9,2120,47.3,229,0,0,0,0,0,0
5862,H05862,L,303.6,310.0,2525,37.1,219,0,0,0,0,0,0
5863,L05863,L,298.6,310.3,1344,46.2,168,0,0,0,0,0,0
5864,M05864,L,303.1,310.8,2478,29.3,74,0,0,0,0,0,0
5865,M05865,H,301.2,310.9,1399,35.1,92,0,0,0,0,0,0
5866,H05866,M,302.4,308.7,1407,43.1,171,0,0,0,0,0,0
5867,M05867,L,301.8,308.0,2139,37.0,49,0,0,0,0,0,0
5868,L05868,M,300.4,310.5,2623,40.3,211,0,0,0,0,0,0
5869,M05869,M,298.8,310.0,1208,40.4,8,0,0,0,0,0,0
5870,H05870,M,300.4,309.5,2394,47.8,215,0,0,0,0,0,0
5871,H05871,L,300.5,309.9,2745,40.4,174,0,0,0,0,0,0
5872,L05872,L,301.9,309.2,2707,38.9,112,0,0,0,0,0,0
5873,H05873,M,295.5,311.7,2535,43.3,168,0,0,0,0,0,0
5874,M05874,L,297.1,308.0,2091,45.4,12,1,0,0,0,0,0
5875,H05875,H,300.5,310.4,2226,41.2,185,0,0,0,0,0,0
5876,L05876,M,300.7,308.7,1936,29.0,193,1,0,0,0,0,0
5877,H05877,H,298.3,309.3,1710,48.3,80,0,0,0,0,0,0
5878,M05878,L,300.7,309.6,2125,46.4,241,0,0,0,0,0,0
5879,L05879,L,301.4,309.0,1678,36.7,185,0,0,0,0,0,0
5880,M05880,L,299.6,309.8,1647,45.2,218,0,0,0,0,0,0
5881,L05881,H,302.9,307.4,1788,59.0,101,0,0,0,0,0,0
5882,H05882,L,303.2,308.5,2170,37.3,65,0,0,0,0,0,0
5883,L05883,L,300.2,308.1,1304,39.6,160,0,0,0,0,0,0
5884,L05884,L,301.7,308.8,2152,42.6,196,0,0,0,0,0,0
5885,H05885,L,296.6,309.2,2663,69.2,77,0,0,0,0,0,0
5886,M05886,L,302.1,310.0,1947,41.8,26,0,0,0,0,0,0
5887,H05887,L,302.9,309.4,1227,33.6,49,0,0,0,0,0,0
5888,L05888,M,298.0,309.1,2347,27.0,58,0,0,0,0,0,0
5889,H05889,L,301.2,309.5,2791,36.6,99,0,0,0,0,0,0
5890,L05890,M,296.3,309.3,1469,39.5,218,1,0,0,0,0,0
5891,H05891,M,298.4,309.6,2205,46.1,77,0,0,0,0,0,0
5892,H05892,M,299.0,309.7,2465,40.2,206,0,0,0,0,0,0
5893,M05893,M,297.1,309.2,1671,40.6,154,0,0,0,0,0,0
5894,L05894,L,299.5,308.4,2488,41.9,186,0,0,0,0,0,0
5895,M05895,L,299.4,310.0,1763,41.6,183,0,0,0,0,1,0
5896,L05896,M,301.2,310.8,1779,52.2,249,0,0,0,0,0,0
5897,H05897,L,297.0,308.9,1818,30.6,122,0,0,0,0,0,0
5898,L05898,L,301.2,309.9,2440,58.8,245,0,0,0,0,0,0
5899,M05899,L,298.4,309.6,2595,53.7,71,0,0,0,0,0,0
5900,M05900,M,297.4,310.6,1394,50.2,212,0,0,0,0,0,0
5901,M05901,L,299.6,309.1,1740,31.6,161,0,0,0,0,0,0
5902,L05902,L,301.5,309.8,1821,38.6,48,0,0,0,0,0,0
5903,M05903,L,299.0,309.9,2264,32.7,219,0,0,1,0,0,0
5904,M05904,H,301.0,310.3,2019,31.5,215,0,0,0,0,0,0
5905,M05905,L,300.6,308.9,2609,37.2,144,0,0,0,0,0,0
5906,H05906,M,306.3,310.3,1790,38.6,121,0,0,0,0,0,0
5907,H05907,L,299.4,309.5,2662,36.4,248,0,0,0,0,0,0
5908,L05908,M,299.7,310.5,1163,40.3,115,0,0,0,0,0,0
5909,L05909,L,302.2,309.6,2048,48.3,69,1,0,1,0,0,0
5910,M05910,M,299.9,311.3,1435,47.6,165,0,0,0,0,0,0
5911,H05911,L,300.5,308.4,1820,43.8,210,0,0,0,0,0,0
5912,M05912,L,296.5,310.5,1790,39.2,0,0,0,0,0,0,0
5913,M05913,M,299.8,310.3,1835,36.1,165,1,0,0,0,0,0
5914,H05914,M,298.6,310.5,2571,42.9,25,0,0,0,0,0,0
5915,H05915,M,299.0,311.1,2081,49.9,196,0,0,0,0,0,0
5916,H05916,M,300.5,308.2,2859,53.1,195,0,0,0,0,0,0
5917,L05917,L,299.9,312.2,2081,27.4,24,0,0,0,0,0,0
5918,L05918,H,301.5,310.5,2600,39.2,108,1,0,0,0,0,0
5919,M05919,L,301.9,311.9,2161,31.1,115,0,0,0,0,0,0
5920,L05920,M,299.6,311.9,2534,25.4,240,0,0,0,0,0,0
5921,H05921,L,300.6,310.4,1192,51.5,57,0,0,0,0,1,0
5922,H05922,L,295.9,310.3,2060,52.5,172,1,0,0,0,0,0
5923,L05923,L,300.6,310.7,2467,38.0,21,0,0,0,0,0,0
5924,M05924,L,302.1,307.7,2518,35.4,175,0,0,0,0,0,0
5925,M05925,L,298.2,309.9,1961,36.2,12,0,0,0,0,0,0
5926,L05926,L,301.5,311.0,2169,22.4,214,0,0,0,0,0,0
5927,M05927,L,299.1,311.5,1770,50.9,96,0,0,0,0,0,0
5928,M05928,L,298.8,309.7,2415,35.2,152,0,0,0,0,0,0
5929,M05929,L,302.8,310.4,2228,37.7,9,0,0,0,0,0,0
5930,H05930,L,299.9,310.6,1716,43.0,17,0,0,0,0,0,0
5931,H05931,L,301.7,309.9,2615,19.5,54,1,0,0,0,0,0
5932,L05932,L,296.1,309.1,1256,40.2,154,0,0,0,0,0,0
5933,H05933,M,298.8,309.3,2486,41.3,55,0,0,0,0,0,0
5934,M05934,H,301.4,309.0,2357,34.5,55,0,0,0,0,0,0
5935,H05935,L,300.2,308.5,2303,61.3,48,0,0,0,0,0,0
5936,L05936,M,299.6,309.8,2672,27.9,153,0,0,0,0,0,0
5937,H05937,M,301.2,312.2,1785,44.8,112,1,0,0,0,0,0
5938,M05938,L,298.3,310.2,1567,29.7,233,0,0,0,0,0,0
5939,M05939,M,302.4,309.7,1198,42.7,115,0,0,0,0,1,0
5940,L05940,L,299.6,310.4,1469,29.0,1,0,0,0,0,0,0
5941,H05941,L,298.4,309.2,1402,49.4,73,0,0,0,0,0,0
5942,H05942,L,298.5,308.3,2565,43.5,187,0,0,0,0,0,0
5943,H05943,L,299.8,309.3,2242,23.7,83,0,0,0,0,0,0
5944,M05944,M,299.1,308.9,2615,41.4,37,0,0,0,0,0,0
5945,L05945,L,301.1,308.2,1626,34.8,130,0,0,0,0,0,0
5946,H05946,L,299.9,309.4,1979,38.4,201,0,0,0,0,0,0
5947,M05947,L,299.3,310.5,2550,23.3,219,1,0,0,0,0,0
5948,M05948,M,300.7,310.4,1713,54.0,210,0,0,0,0,0,0
5949,M05949,M,298.9,310.3,2718,30.4,122,0,0,0,0,0,0
5950,H05950,M,301.0,311.7,2705,37.6,208,0,0,0,0,0,0
5951,H05951,L,300.7,309.4,1890,31.2,107,0,0,0,0,0,0
5952,H05952,L,300.6,310.4,1336,37.5,52,0,0,0,0,0,0
5953,H05953,L,299.3,309.6,1849,38.9,171,0,0,0,0,0,0
5954,H05954,L,298.7,311.4,1852,39.2,126,0,0,0,0,0,0
5955,H05955,L,301.6,309.2,1261,54.1,22,0,0,0,0,0,0
5956,H05956,L,301.2,310.7,2357,39.0,27,0,0,0,0,0,0
5957,H05957,L,298.0,310.2,1442,55.9,90,0,0,0,0,0,0
5958,H05958,H,299.1,311.2,2105,25.8,159,0,0,0,0,0,0
5959,M05959,M,302.7,310.0,2023,51.9,229,0,0,0,0,0,0
5960,H05960,L,302.0,309.8,1510,49.9,203,0,0,0,0,0,0
5961,L05961,L,297.7,309.6,1651,50.9,19,0,0,0,1,0,0
5962,M05962,L,300.0,309.8,2133,61.4,133,0,0,0,0,0,0
5963,H05963,M,300.8,308.1,2480,14.6,2,0,0,0,0,0,0
5964,L05964,M,302.0,309.5,1798,19.2,2,0,0,0,0,0,0
5965,H05965,H,300.3,309.4,1235,40.6,22,0,0,0,0,0,0
5966,L05966,L,301.0,308.9,2129,19.1,72,0,0,0,0,0,0
5967,L05967,M,301.9,309.4,1445,20.0,32,0,0,0,0,0,0
5968,L05968,L,302.1,309.1,2625,37.7,163,0,0,0,0,0,0
5969,L05969,M,299.6,309.5,2344,35.1,63,0,0,0,0,0,0
5970,M05970,M,300.1,310.6,2529,21.8,139,0,0,0,0,0,0
5971,M05971,M,298.5,310.6,2633,33.8,189,0,0,0,0,0,0
5972,L05972,L,299.5,311.6,1428,47.5,25,0,0,0,0,0,0
5973,H05973,M,299.2,310.3,1401,44.8,36,0,0,0,0,0,0
5974,L05974,L,299.6,308.5,2181,47.4,113,0,0,0,0,0,0
5975,M05975,L,299.8,309.7,1735,35.3,175,0,0,0,0,0,0
5976,H05976,L,301.6,309.4,2493,52.0,73,0,0,0,0,0,0
5977,M05977,L,300.7,309.0,2324,58.2,43,0,0,0,0,0,0
5978,M05978,L,297.4,311.1,1754,41.9,138,0,0,0,0,0,0
5979,H05979,L,301.1,310.5,1525,35.4,210,0,0,0,0,0,0
5980,L05980,L,298.9,310.1,2538,39.6,196,0,0,0,0,0,0
5981,L05981,L,297.8,308.5,1757,27.5,23,0,0,0,0,0,0
5982,L05982,L,297.7,309.9,1589,36.5,226,0,0,0,0,0,0
5983,L05983,L,300.3,312.3,1291,46.1,91,0,0,0,0,0,0
5984,H05984,L,302.1,309.2,1741,43.5,93,0,0,0,0,0,0
5985,H05985,L,299.6,309.8,1169,45.0,18,0,0,0,0,0,0
5986,H05986,L,301.9,311.4,1161,23.8,197,0,0,0,0,0,0
